"siteyear","temp.mu","temp.logsigma","temp.logmax"
"KCZ 2021",5.72465228174603,7.33104698129252,7.30302132936508
"LVN 2014",7.47296329365079,9.0694674744898,10.3393268849206
"LVN 2015",6.7526121031746,7.66703401360544,8.42475198412698
"LVN 2016",6.08121825396825,7.76811777210884,8.57375545634921
"LVN 2017",8.07193948412698,9.29164158163265,9.52599503968254
"LVN 2018",4.57165029761905,7.93620769557823,10.4067748015873
"LVN 2019",6.19978521825397,8.32997746598639,9.48851884920635
"LVN 2020",6.72316567460317,8.45931271258503,9.25040277777778
"LVN 2021",6.4966626984127,7.7986130952381,7.68351488095238
"MCH 2014",8.28867509920635,9.68362287414966,10.9031830357143
"MCH 2015",7.70691121031746,8.36360607993197,9.00220535714286
"MCH 2016",7.00486011904762,8.57971045918367,9.28810714285714
"MCH 2017",8.8870689484127,9.96366007653061,10.2085729166667
"MCH 2018",5.38571726190476,8.54737967687075,10.8215238095238
"MCH 2019",7.09003422619048,8.96100956632653,9.97740476190476
"MCH 2020",7.63741716269841,9.26005378401361,9.98158382936508
"MCH 2021",7.70337748015873,8.52765114795918,8.27483234126984
"MUN 2014",7.38258234126984,8.87056717687075,10.0567628968254
"MUN 2015",6.69713095238095,7.38935629251701,8.21405456349206
"MUN 2016",6.29143551587302,7.56342644557823,8.26781150793651
"MUN 2017",6.77486011904762,8.41398745748299,9.13156349206349
"MUN 2018",4.75786160714286,7.70623107993197,10.1877648809524
"MUN 2019",5.85031696428571,7.877,9.64856398809524
"MUN 2020",5.8590753968254,7.73635544217687,8.5701369047619
"MUN 2021",5.46443154761905,7.10414774659864,7.13452281746032
"NEW 2014",6.57659474206349,8.35577912414966,9.8170064484127
"NEW 2015",5.42407638888889,6.45708014455782,7.38090773809524
"NEW 2016",5.17529216269841,6.92000914115646,7.74343700396825
"NEW 2017",6.1892564484127,7.90581441326531,8.5388060515873
"NEW 2018",3.86985069444444,7.3407931547619,9.5353685515873
"NEW 2019",5.22607093253968,7.54232886904762,9.34329464285714
"NEW 2020",5.47835466269841,7.72068728741497,8.98664930555556
"NEW 2021",5.2013373015873,7.02030952380952,7.12239583333333
"OSP 2017",7.04804117063492,8.39322619047619,8.83299057539683
"OSP 2018",4.53339831349206,7.35802083333333,9.59122172619048
"OSP 2019",6.0114880952381,7.7576243622449,9.34400049603175
"OSP 2020",5.53269841269841,7.28870535714286,8.0208878968254
"PIT 2017",7.82603125,9.17745344387755,9.84801587301587
"PIT 2018",4.29236706349206,7.78370769557823,9.96782638888889
"PIT 2019",5.83877678571429,8.09725531462585,9.51071775793651
"PIT 2020",6.31530307539683,8.3138843537415,9.40730654761905
"PIT 2021",5.9620376984127,7.50085161564626,7.37757490079365
"PTH 2014",8.2050441468254,9.83539817176871,11.3489047619048
"PTH 2015",7.22104067460317,8.17741326530612,9.05814384920635
"PTH 2016",6.86314484126984,8.64200659013605,9.74846775793651
"PTH 2017",8.11823015873016,9.53550722789116,10.1479841269841
"PTH 2018",5.15559126984127,8.53459013605442,10.9524126984127
"PTH 2019",7.16622470238095,9.16522746598639,10.4457157738095
"PTH 2020",7.21140079365079,8.9245412414966,9.85992113095238
"PTH 2021",6.90937301587302,7.99757950680272,7.79716964285714
"RSY 2015",7.9118933531746,8.83012329931973,9.69886755952381
"RSY 2016",7.17046130952381,8.49750318877551,9.14959275793651
"RSY 2017",8.80576884920635,9.9871968537415,10.371251984127
"RSY 2018",5.53432490079365,8.33234630102041,11.0383134920635
"RSY 2019",6.8838943452381,8.80708758503401,9.81562748015873
"RSY 2020",7.59483878968254,9.20595514455782,9.88377232142857
"RSY 2021",7.4383621031746,8.32868261054422,8.39897916666667
"RTH 2015",6.07790228174603,6.9175512329932,7.72900446428571
"RTH 2016",5.47258035714286,7.15822725340136,7.91601339285714
"RTH 2017",6.76628174603175,8.26065263605442,8.83368650793651
"RTH 2018",4.4527003968254,8.03594472789116,10.5006711309524
"RTH 2019",5.24873313492064,7.66857546768707,9.6420808531746
"RTH 2020",5.51170436507936,7.69058971088435,8.76457986111111
"RTH 2021",5.05881101190476,6.91139349489796,6.80684275793651
"SER 2015",7.68697470238095,8.52714540816327,9.31330307539683
"SER 2016",6.83688740079365,8.60538073979592,9.54553174603175
"SER 2017",8.48001686507937,9.62401870748299,10.0456825396825
"SER 2018",5.38058928571429,8.6097706207483,10.9668725198413
"SER 2019",6.99270535714286,8.91299426020408,10.0503526785714
"SER 2020",7.24024702380952,9.06418452380952,10.0602465277778
"SER 2021",7.38178273809524,8.37535544217687,8.25349107142857
"SLS 2015",4.92678670634921,5.67044132653061,6.40293452380952
"SLS 2016",4.34168353174603,5.85788244047619,6.55947172619048
"SLS 2017",5.99958680555556,7.48866581632653,7.69756101190476
"SLS 2018",3.34330406746032,6.85241241496599,9.28169593253968
"SLS 2019",4.38029811507937,6.78875255102041,8.62977132936508
"SLS 2020",4.54424851190476,6.8604787414966,7.96528670634921
"SLS 2021",4.22655059523809,5.91613456632653,5.81513343253968
"SPD 2015",7.29486755952381,7.85566836734694,8.54458928571429
"SPD 2016",6.78905307539683,8.10268027210884,8.73137003968254
"SPD 2017",7.68009573412698,9.28314902210884,9.78438541666667
"SPD 2018",4.98460218253968,8.14405761054422,10.5535788690476
"SPD 2019",6.83115476190476,8.74407801870748,10.4483283730159
"SPD 2020",6.68078571428571,8.48707971938776,9.27015376984127
"STY 2014",7.69896130952381,9.5021549744898,11.1013541666667
"STY 2015",6.98368353174603,8.11729953231293,9.12974404761905
"STY 2016",6.54681299603175,8.5843231292517,9.69048660714286
"STY 2017",8.09598958333333,9.67929761904762,10.3615471230159
"STY 2018",4.80259771825397,8.34179655612245,10.815681547619
"STY 2019",6.85007341269841,8.97907100340136,10.2567514880952
"STY 2020",7.01873462301587,8.78982865646259,9.79921329365079
"STY 2021",6.90338988095238,8.19747534013606,8.22198759920635
"TAI 2014",7.75077876984127,8.84911224489796,9.78205307539683
"TAI 2016",6.52527380952381,7.58851573129252,8.21002182539683
"TAI 2017",7.28259722222222,8.63638775510204,9.0903373015873
"TAI 2018",4.95612797619048,7.61753826530612,9.89531994047619
"TAI 2019",6.47645287698413,8.18965029761905,9.57886607142857
"TAI 2020",6.45802628968254,8.0745824829932,8.73763293650794
"TOM 2014",6.44194990079365,8.09969260204082,9.41324007936508
"TOM 2015",5.41877876984127,6.14089838435374,6.88501785714286
"TOM 2016",4.82258482142857,6.45556143707483,7.28407638888889
"TOM 2017",6.13480902777778,7.73644770408163,7.99138591269841
"TOM 2018",3.8178630952381,7.36084715136054,9.79283283730159
"TOM 2019",4.66661458333333,7.13607568027211,9.01448115079365
"TOM 2020",4.71132589285714,7.08925892857143,8.16022668650794
"TOM 2021",4.88314285714286,6.52740178571429,6.44926686507937
