site,year,date,datescaled,siteyear,siteday,treeID,recorder,caterpillars,temp_m.cent,temp_ls.cent,temp_lm.cent,resid
KCK,2017,147,-0.064118761,KCK 2017,KCK 147 2017,KCK 1,ABP,0,1.446026727,0.948690974,0.491089381,10086
KCK,2017,147,-0.064118761,KCK 2017,KCK 147 2017,KCK 6,ABP,0,1.446026727,0.948690974,0.491089381,10087
KCZ,2017,147,-0.064118761,KCZ 2017,KCZ 147 2017,KCZ 8,ABP,0,1.19976891,0.723462352,0.391322139,10088
KCZ,2017,147,-0.064118761,KCZ 2017,KCZ 147 2017,KCZ 1,ABP,1,1.19976891,0.723462352,0.391322139,10089
KCZ,2017,147,-0.064118761,KCZ 2017,KCZ 147 2017,KCZ 3,ABP,0,1.19976891,0.723462352,0.391322139,10090
KCZ,2017,147,-0.064118761,KCZ 2017,KCZ 147 2017,KCZ 4,ABP,1,1.19976891,0.723462352,0.391322139,10091
KCZ,2017,147,-0.064118761,KCZ 2017,KCZ 147 2017,KCZ 5,ABP,0,1.19976891,0.723462352,0.391322139,10092
KCZ,2017,147,-0.064118761,KCZ 2017,KCZ 147 2017,KCZ 6,ABP,0,1.19976891,0.723462352,0.391322139,10093
KCZ,2017,147,-0.064118761,KCZ 2017,KCZ 147 2017,KCZ 7,ABP,1,1.19976891,0.723462352,0.391322139,10094
PIT,2017,147,-0.064118761,PIT 2017,PIT 147 2017,PIT 8,ABP,0,1.999784168,1.363028347,0.930500592,10095
PIT,2017,147,-0.064118761,PIT 2017,PIT 147 2017,PIT 2,KM,0,1.999784168,1.363028347,0.930500592,10096
PIT,2017,147,-0.064118761,PIT 2017,PIT 147 2017,PIT 6,ABP,0,1.999784168,1.363028347,0.930500592,10097
PIT,2017,147,-0.064118761,PIT 2017,PIT 147 2017,PIT 10,ABP,4,1.999784168,1.363028347,0.930500592,10098
PIT,2017,147,-0.064118761,PIT 2017,PIT 147 2017,PIT 12,ABP,0,1.999784168,1.363028347,0.930500592,10099
PIT,2017,147,-0.064118761,PIT 2017,PIT 147 2017,PIT 14,ABP,0,1.999784168,1.363028347,0.930500592,10100
PIT,2017,147,-0.064118761,PIT 2017,PIT 147 2017,PIT 16,ABP,0,1.999784168,1.363028347,0.930500592,10101
SER,2017,147,-0.064118761,SER 2017,SER 147 2017,SER 5,ABP,0,2.653769783,1.80959361,1.128167258,10102
SER,2017,147,-0.064118761,SER 2017,SER 147 2017,SER 8,ABP,0,2.653769783,1.80959361,1.128167258,10103
SER,2017,147,-0.064118761,SER 2017,SER 147 2017,SER 4,ABP,0,2.653769783,1.80959361,1.128167258,10104
SER,2017,147,-0.064118761,SER 2017,SER 147 2017,SER 7,ABP,0,2.653769783,1.80959361,1.128167258,10105
SER,2017,147,-0.064118761,SER 2017,SER 147 2017,SER 6,KM,0,2.653769783,1.80959361,1.128167258,10106
SER,2017,147,-0.064118761,SER 2017,SER 147 2017,SER 9,ABP,1,2.653769783,1.80959361,1.128167258,10107
STY,2017,147,-0.064118761,STY 2017,STY 147 2017,STY 2B,KM,1,2.269742501,1.864872522,1.444031842,10108
STY,2017,147,-0.064118761,STY 2017,STY 147 2017,STY 7B,KM,0,2.269742501,1.864872522,1.444031842,10109
STY,2017,147,-0.064118761,STY 2017,STY 147 2017,STY 8,KM,2,2.269742501,1.864872522,1.444031842,10110
STY,2017,147,-0.064118761,STY 2017,STY 147 2017,STY 5,KM,0,2.269742501,1.864872522,1.444031842,10111
STY,2017,147,-0.064118761,STY 2017,STY 147 2017,STY 6,KM,0,2.269742501,1.864872522,1.444031842,10112
STY,2017,147,-0.064118761,STY 2017,STY 147 2017,STY 1,KM,0,2.269742501,1.864872522,1.444031842,10113
STY,2017,147,-0.064118761,STY 2017,STY 147 2017,STY 9,KM,0,2.269742501,1.864872522,1.444031842,10114
TAI,2017,147,-0.064118761,TAI 2017,TAI 147 2017,TAI 1B,JDS,0,1.45635014,0.821962658,0.17282202,10115
TAI,2017,147,-0.064118761,TAI 2017,TAI 147 2017,TAI 5B,KK,0,1.45635014,0.821962658,0.17282202,10116
TAI,2017,147,-0.064118761,TAI 2017,TAI 147 2017,TAI 7B,JDS,0,1.45635014,0.821962658,0.17282202,10117
TAI,2017,147,-0.064118761,TAI 2017,TAI 147 2017,TAI 2B,JDS,0,1.45635014,0.821962658,0.17282202,10118
TOM,2017,147,-0.064118761,TOM 2017,TOM 147 2017,TOM 1,JDS,0,0.308561945,-0.077977393,-0.926129369,10119
TOM,2017,147,-0.064118761,TOM 2017,TOM 147 2017,TOM 2,JDS,0,0.308561945,-0.077977393,-0.926129369,10120
TOM,2017,147,-0.064118761,TOM 2017,TOM 147 2017,TOM 3,JDS,0,0.308561945,-0.077977393,-0.926129369,10121
TOM,2017,147,-0.064118761,TOM 2017,TOM 147 2017,TOM 4,JDS,0,0.308561945,-0.077977393,-0.926129369,10122
TOM,2017,147,-0.064118761,TOM 2017,TOM 147 2017,TOM 5,KK,0,0.308561945,-0.077977393,-0.926129369,10123
TOM,2017,147,-0.064118761,TOM 2017,TOM 147 2017,TOM 6,KK,0,0.308561945,-0.077977393,-0.926129369,10124
TOM,2017,147,-0.064118761,TOM 2017,TOM 147 2017,TOM 7,JDS,0,0.308561945,-0.077977393,-0.926129369,10125
TOM,2017,147,-0.064118761,TOM 2017,TOM 147 2017,TOM 8,KK,0,0.308561945,-0.077977393,-0.926129369,10126
AVN,2017,148,0.006863878,AVN 2017,AVN 148 2017,AVN 7,JDS,1,0.949749941,0.362575753,-0.38012044,10127
AVN,2017,148,0.006863878,AVN 2017,AVN 148 2017,AVN 1,JDS,1,0.949749941,0.362575753,-0.38012044,10128
AVN,2017,148,0.006863878,AVN 2017,AVN 148 2017,AVN 2,JDS,0,0.949749941,0.362575753,-0.38012044,10129
AVN,2017,148,0.006863878,AVN 2017,AVN 148 2017,AVN 3,JDS,1,0.949749941,0.362575753,-0.38012044,10130
AVN,2017,148,0.006863878,AVN 2017,AVN 148 2017,AVN 4,JDS,0,0.949749941,0.362575753,-0.38012044,10131
AVN,2017,148,0.006863878,AVN 2017,AVN 148 2017,AVN 6,JDS,0,0.949749941,0.362575753,-0.38012044,10132
BIR,2017,148,0.006863878,BIR 2017,BIR 148 2017,BIR 3,DW,0,1.454203811,0.848741144,0.366561604,10133
BIR,2017,148,0.006863878,BIR 2017,BIR 148 2017,BIR 1,KM,0,1.454203811,0.848741144,0.366561604,10134
BIR,2017,148,0.006863878,BIR 2017,BIR 148 2017,BIR 2,KM,0,1.454203811,0.848741144,0.366561604,10135
BIR,2017,148,0.006863878,BIR 2017,BIR 148 2017,BIR 8,DW,0,1.454203811,0.848741144,0.366561604,10136
BIR,2017,148,0.006863878,BIR 2017,BIR 148 2017,BIR 7,KM,0,1.454203811,0.848741144,0.366561604,10137
BIR,2017,148,0.006863878,BIR 2017,BIR 148 2017,BIR 4,DW,1,1.454203811,0.848741144,0.366561604,10138
BIR,2017,148,0.006863878,BIR 2017,BIR 148 2017,BIR 5,KM,0,1.454203811,0.848741144,0.366561604,10139
BIR,2017,148,0.006863878,BIR 2017,BIR 148 2017,BIR 6,DW,0,1.454203811,0.848741144,0.366561604,10140
BLA,2017,148,0.006863878,BLA 2017,BLA 148 2017,BLA 2,DW,0,0.708740021,0.438036,0.082432635,10141
BLA,2017,148,0.006863878,BLA 2017,BLA 148 2017,BLA 5,DW,0,0.708740021,0.438036,0.082432635,10142
BLA,2017,148,0.006863878,BLA 2017,BLA 148 2017,BLA 6,KM,0,0.708740021,0.438036,0.082432635,10143
BLA,2017,148,0.006863878,BLA 2017,BLA 148 2017,BLA 4B,DW,0,0.708740021,0.438036,0.082432635,10144
BLA,2017,148,0.006863878,BLA 2017,BLA 148 2017,BLA 3,DW,0,0.708740021,0.438036,0.082432635,10145
BLG,2017,148,0.006863878,BLG 2017,BLG 148 2017,BLG 5,DW,0,1.999784168,1.363028347,0.930500592,10146
BLG,2017,148,0.006863878,BLG 2017,BLG 148 2017,BLG 6,KM,1,1.999784168,1.363028347,0.930500592,10147
BLG,2017,148,0.006863878,BLG 2017,BLG 148 2017,BLG 17,DW,0,1.999784168,1.363028347,0.930500592,10148
BLG,2017,148,0.006863878,BLG 2017,BLG 148 2017,BLG 7,DW,0,1.999784168,1.363028347,0.930500592,10149
BLG,2017,148,0.006863878,BLG 2017,BLG 148 2017,BLG 9,DW,0,1.999784168,1.363028347,0.930500592,10150
BLG,2017,148,0.006863878,BLG 2017,BLG 148 2017,BLG 1,DW,0,1.999784168,1.363028347,0.930500592,10151
BLG,2017,148,0.006863878,BLG 2017,BLG 148 2017,BLG 2,DW,0,1.999784168,1.363028347,0.930500592,10152
BLG,2017,148,0.006863878,BLG 2017,BLG 148 2017,BLG 4B,DW,0,1.999784168,1.363028347,0.930500592,10153
CAR,2017,148,0.006863878,CAR 2017,CAR 148 2017,CAR 7,KK,0,0.684734564,0.081651646,-0.774641769,10154
CAR,2017,148,0.006863878,CAR 2017,CAR 148 2017,CAR 1,KK,0,0.684734564,0.081651646,-0.774641769,10155
CAR,2017,148,0.006863878,CAR 2017,CAR 148 2017,CAR 2,KK,0,0.684734564,0.081651646,-0.774641769,10156
CAR,2017,148,0.006863878,CAR 2017,CAR 148 2017,CAR 4,JDS,0,0.684734564,0.081651646,-0.774641769,10157
CAR,2017,148,0.006863878,CAR 2017,CAR 148 2017,CAR 8,JDS,0,0.684734564,0.081651646,-0.774641769,10158
DEL,2017,148,0.006863878,DEL 2017,DEL 148 2017,DEL 3,JDS,0,1.495493989,0.931222012,0.276923211,10159
DEL,2017,148,0.006863878,DEL 2017,DEL 148 2017,DEL 5,JDS,0,1.495493989,0.931222012,0.276923211,10160
DEL,2017,148,0.006863878,DEL 2017,DEL 148 2017,DEL 8,JDS,0,1.495493989,0.931222012,0.276923211,10161
DEL,2017,148,0.006863878,DEL 2017,DEL 148 2017,DEL 9,JDS,0,1.495493989,0.931222012,0.276923211,10162
DEL,2017,148,0.006863878,DEL 2017,DEL 148 2017,DEL 6B,JDS,0,1.495493989,0.931222012,0.276923211,10163
DEL,2017,148,0.006863878,DEL 2017,DEL 148 2017,DEL 1,JDS,0,1.495493989,0.931222012,0.276923211,10164
DNC,2017,148,0.006863878,DNC 2017,DNC 148 2017,DNC 1,KM,0,0.263058473,-0.070814978,-0.618117464,10165
DNC,2017,148,0.006863878,DNC 2017,DNC 148 2017,DNC 2,DW,0,0.263058473,-0.070814978,-0.618117464,10166
DNC,2017,148,0.006863878,DNC 2017,DNC 148 2017,DNC 6B,KM,0,0.263058473,-0.070814978,-0.618117464,10167
DNC,2017,148,0.006863878,DNC 2017,DNC 148 2017,DNC 3B,DW,0,0.263058473,-0.070814978,-0.618117464,10168
DNC,2017,148,0.006863878,DNC 2017,DNC 148 2017,DNC 4,KM,0,0.263058473,-0.070814978,-0.618117464,10169
DNC,2017,148,0.006863878,DNC 2017,DNC 148 2017,DNC 8,KM,0,0.263058473,-0.070814978,-0.618117464,10170
DNC,2017,148,0.006863878,DNC 2017,DNC 148 2017,DNC 5B,KM,1,0.263058473,-0.070814978,-0.618117464,10171
DNM,2017,148,0.006863878,DNM 2017,DNM 148 2017,DNM 4,DW,0,0.280495477,-0.065371951,-0.480642265,10172
DNM,2017,148,0.006863878,DNM 2017,DNM 148 2017,DNM 6,KM,0,0.280495477,-0.065371951,-0.480642265,10173
DNM,2017,148,0.006863878,DNM 2017,DNM 148 2017,DNM 1,DW,0,0.280495477,-0.065371951,-0.480642265,10174
DNM,2017,148,0.006863878,DNM 2017,DNM 148 2017,DNM 2,DW,0,0.280495477,-0.065371951,-0.480642265,10175
DNM,2017,148,0.006863878,DNM 2017,DNM 148 2017,DNM 3,DW,0,0.280495477,-0.065371951,-0.480642265,10176
DNM,2017,148,0.006863878,DNM 2017,DNM 148 2017,DNM 5,KM,0,0.280495477,-0.065371951,-0.480642265,10177
DNM,2017,148,0.006863878,DNM 2017,DNM 148 2017,DNM 7,KM,0,0.280495477,-0.065371951,-0.480642265,10178
DNM,2017,148,0.006863878,DNM 2017,DNM 148 2017,DNM 8,DW,0,0.280495477,-0.065371951,-0.480642265,10179
DNS,2017,148,0.006863878,DNS 2017,DNS 148 2017,DNS 1,KM,0,-0.460047182,-0.947951033,-1.702636313,10180
DNS,2017,148,0.006863878,DNS 2017,DNS 148 2017,DNS 2,KM,0,-0.460047182,-0.947951033,-1.702636313,10181
DNS,2017,148,0.006863878,DNS 2017,DNS 148 2017,DNS 6,KM,0,-0.460047182,-0.947951033,-1.702636313,10182
DNS,2017,148,0.006863878,DNS 2017,DNS 148 2017,DNS 5,KM,0,-0.460047182,-0.947951033,-1.702636313,10183
DNS,2017,148,0.006863878,DNS 2017,DNS 148 2017,DNS 3,DW,1,-0.460047182,-0.947951033,-1.702636313,10184
DNS,2017,148,0.006863878,DNS 2017,DNS 148 2017,DNS 4,DW,0,-0.460047182,-0.947951033,-1.702636313,10185
DNS,2017,148,0.006863878,DNS 2017,DNS 148 2017,DNS 7,DW,0,-0.460047182,-0.947951033,-1.702636313,10186
DNS,2017,148,0.006863878,DNS 2017,DNS 148 2017,DNS 8,DW,0,-0.460047182,-0.947951033,-1.702636313,10187
FOF,2017,148,0.006863878,FOF 2017,FOF 148 2017,FOF 9,DW,0,2.346812441,1.537168865,0.688121127,10188
FOF,2017,148,0.006863878,FOF 2017,FOF 148 2017,FOF 7,KM,0,2.346812441,1.537168865,0.688121127,10189
FOF,2017,148,0.006863878,FOF 2017,FOF 148 2017,FOF 4,DW,0,2.346812441,1.537168865,0.688121127,10190
FOF,2017,148,0.006863878,FOF 2017,FOF 148 2017,FOF 5,DW,1,2.346812441,1.537168865,0.688121127,10191
FOF,2017,148,0.006863878,FOF 2017,FOF 148 2017,FOF 6,DW,0,2.346812441,1.537168865,0.688121127,10192
FOF,2017,148,0.006863878,FOF 2017,FOF 148 2017,FOF 1B,DW,0,2.346812441,1.537168865,0.688121127,10193
FSH,2017,148,0.006863878,FSH 2017,FSH 148 2017,FSH 2B,KK,0,0.438097164,0.111886127,-0.39102421,10194
FSH,2017,148,0.006863878,FSH 2017,FSH 148 2017,FSH 1,KK,0,0.438097164,0.111886127,-0.39102421,10195
FSH,2017,148,0.006863878,FSH 2017,FSH 148 2017,FSH 3,KK,0,0.438097164,0.111886127,-0.39102421,10196
FSH,2017,148,0.006863878,FSH 2017,FSH 148 2017,FSH 6,JDS,0,0.438097164,0.111886127,-0.39102421,10197
FSH,2017,148,0.006863878,FSH 2017,FSH 148 2017,FSH 7,JDS,0,0.438097164,0.111886127,-0.39102421,10198
FSH,2017,148,0.006863878,FSH 2017,FSH 148 2017,FSH 8,KK,0,0.438097164,0.111886127,-0.39102421,10199
FSH,2017,148,0.006863878,FSH 2017,FSH 148 2017,FSH 4B,JDS,0,0.438097164,0.111886127,-0.39102421,10200
FSH,2017,148,0.006863878,FSH 2017,FSH 148 2017,FSH 5B,JDS,0,0.438097164,0.111886127,-0.39102421,10201
INS,2017,148,0.006863878,INS 2017,INS 148 2017,INS 8,JDS,0,0.753775735,0.401854877,-0.189883833,10202
INS,2017,148,0.006863878,INS 2017,INS 148 2017,INS 1,JDS,0,0.753775735,0.401854877,-0.189883833,10203
INS,2017,148,0.006863878,INS 2017,INS 148 2017,INS 3,JDS,1,0.753775735,0.401854877,-0.189883833,10204
INS,2017,148,0.006863878,INS 2017,INS 148 2017,INS 5,KK,1,0.753775735,0.401854877,-0.189883833,10205
INS,2017,148,0.006863878,INS 2017,INS 148 2017,INS 6,KK,0,0.753775735,0.401854877,-0.189883833,10206
INS,2017,148,0.006863878,INS 2017,INS 148 2017,INS 7,JDS,1,0.753775735,0.401854877,-0.189883833,10207
INS,2017,148,0.006863878,INS 2017,INS 148 2017,INS 2,JDS,2,0.753775735,0.401854877,-0.189883833,10208
INS,2017,148,0.006863878,INS 2017,INS 148 2017,INS 4B,JDS,0,0.753775735,0.401854877,-0.189883833,10209
LVN,2017,148,0.006863878,LVN 2017,LVN 148 2017,LVN 8,ABP,0,2.245692402,1.477216484,0.608479758,10210
LVN,2017,148,0.006863878,LVN 2017,LVN 148 2017,LVN 2,ABP,0,2.245692402,1.477216484,0.608479758,10211
LVN,2017,148,0.006863878,LVN 2017,LVN 148 2017,LVN 3,ABP,0,2.245692402,1.477216484,0.608479758,10212
LVN,2017,148,0.006863878,LVN 2017,LVN 148 2017,LVN 6,ABP,1,2.245692402,1.477216484,0.608479758,10213
LVN,2017,148,0.006863878,LVN 2017,LVN 148 2017,LVN 7,ABP,0,2.245692402,1.477216484,0.608479758,10214
MCH,2017,148,0.006863878,MCH 2017,MCH 148 2017,MCH 2,DW,0,3.060821866,2.149234979,1.291057635,10215
MCH,2017,148,0.006863878,MCH 2017,MCH 148 2017,MCH 8,DW,0,3.060821866,2.149234979,1.291057635,10216
MCH,2017,148,0.006863878,MCH 2017,MCH 148 2017,MCH 1,DW,0,3.060821866,2.149234979,1.291057635,10217
MCH,2017,148,0.006863878,MCH 2017,MCH 148 2017,MCH 5B,DW,0,3.060821866,2.149234979,1.291057635,10218
MCH,2017,148,0.006863878,MCH 2017,MCH 148 2017,MCH 6B,DW,0,3.060821866,2.149234979,1.291057635,10219
MCH,2017,148,0.006863878,MCH 2017,MCH 148 2017,MCH 3,DW,0,3.060821866,2.149234979,1.291057635,10220
MCH,2017,148,0.006863878,MCH 2017,MCH 148 2017,MCH 4,DW,0,3.060821866,2.149234979,1.291057635,10221
MCH,2017,148,0.006863878,MCH 2017,MCH 148 2017,MCH 7,DW,0,3.060821866,2.149234979,1.291057635,10222
MUN,2017,148,0.006863878,MUN 2017,MUN 148 2017,MUN 5,KK,0,0.948613037,0.59956236,0.214048211,10223
MUN,2017,148,0.006863878,MUN 2017,MUN 148 2017,MUN 2,JDS,0,0.948613037,0.59956236,0.214048211,10224
MUN,2017,148,0.006863878,MUN 2017,MUN 148 2017,MUN 4B,KK,0,0.948613037,0.59956236,0.214048211,10225
MUN,2017,148,0.006863878,MUN 2017,MUN 148 2017,MUN 7,KK,0,0.948613037,0.59956236,0.214048211,10226
MUN,2017,148,0.006863878,MUN 2017,MUN 148 2017,MUN 6,KK,1,0.948613037,0.59956236,0.214048211,10227
MUN,2017,148,0.006863878,MUN 2017,MUN 148 2017,MUN 3B,KK,0,0.948613037,0.59956236,0.214048211,10228
NEW,2017,148,0.006863878,NEW 2017,NEW 148 2017,NEW 7,KK,0,0.363009366,0.091389316,-0.37870923,10229
NEW,2017,148,0.006863878,NEW 2017,NEW 148 2017,NEW 4B,KK,0,0.363009366,0.091389316,-0.37870923,10230
NEW,2017,148,0.006863878,NEW 2017,NEW 148 2017,NEW 1,JDS,1,0.363009366,0.091389316,-0.37870923,10231
NEW,2017,148,0.006863878,NEW 2017,NEW 148 2017,NEW 2,JDS,0,0.363009366,0.091389316,-0.37870923,10232
NEW,2017,148,0.006863878,NEW 2017,NEW 148 2017,NEW 8,KK,0,0.363009366,0.091389316,-0.37870923,10233
NEW,2017,148,0.006863878,NEW 2017,NEW 148 2017,NEW 3B,JDS,0,0.363009366,0.091389316,-0.37870923,10234
NEW,2017,148,0.006863878,NEW 2017,NEW 148 2017,NEW 5B,KK,1,0.363009366,0.091389316,-0.37870923,10235
OSP,2017,148,0.006863878,OSP 2017,OSP 148 2017,OSP 2,JDS,0,1.221794088,0.578801093,-0.084524706,10236
OSP,2017,148,0.006863878,OSP 2017,OSP 148 2017,OSP 4,JDS,0,1.221794088,0.578801093,-0.084524706,10237
OSP,2017,148,0.006863878,OSP 2017,OSP 148 2017,OSP 5,JDS,0,1.221794088,0.578801093,-0.084524706,10238
OSP,2017,148,0.006863878,OSP 2017,OSP 148 2017,OSP 6,KK,0,1.221794088,0.578801093,-0.084524706,10239
OSP,2017,148,0.006863878,OSP 2017,OSP 148 2017,OSP 7,KK,0,1.221794088,0.578801093,-0.084524706,10240
OSP,2017,148,0.006863878,OSP 2017,OSP 148 2017,OSP 11,JDS,0,1.221794088,0.578801093,-0.084524706,10241
OSP,2017,148,0.006863878,OSP 2017,OSP 148 2017,OSP 3,JDS,0,1.221794088,0.578801093,-0.084524706,10242
OSP,2017,148,0.006863878,OSP 2017,OSP 148 2017,OSP 8,KK,0,1.221794088,0.578801093,-0.084524706,10243
PTH,2017,148,0.006863878,PTH 2017,PTH 148 2017,PTH 3,ABP,0,2.291983076,1.721082131,1.230468846,10244
PTH,2017,148,0.006863878,PTH 2017,PTH 148 2017,PTH 2B,ABP,0,2.291983076,1.721082131,1.230468846,10245
PTH,2017,148,0.006863878,PTH 2017,PTH 148 2017,PTH 1,ABP,0,2.291983076,1.721082131,1.230468846,10246
PTH,2017,148,0.006863878,PTH 2017,PTH 148 2017,PTH 8,ABP,0,2.291983076,1.721082131,1.230468846,10247
PTH,2017,148,0.006863878,PTH 2017,PTH 148 2017,PTH 6,ABP,0,2.291983076,1.721082131,1.230468846,10248
PTH,2017,148,0.006863878,PTH 2017,PTH 148 2017,PTH 4B,ABP,0,2.291983076,1.721082131,1.230468846,10249
RSY,2017,148,0.006863878,RSY 2017,RSY 148 2017,RSY 5,DW,0,2.979521767,2.172771756,1.453736703,10250
RSY,2017,148,0.006863878,RSY 2017,RSY 148 2017,RSY 3,DW,0,2.979521767,2.172771756,1.453736703,10251
RSY,2017,148,0.006863878,RSY 2017,RSY 148 2017,RSY 4,DW,0,2.979521767,2.172771756,1.453736703,10252
RSY,2017,148,0.006863878,RSY 2017,RSY 148 2017,RSY 1,DW,0,2.979521767,2.172771756,1.453736703,10253
RSY,2017,148,0.006863878,RSY 2017,RSY 148 2017,RSY 2,DW,0,2.979521767,2.172771756,1.453736703,10254
RSY,2017,148,0.006863878,RSY 2017,RSY 148 2017,RSY 7,DW,0,2.979521767,2.172771756,1.453736703,10255
RTH,2017,148,0.006863878,RTH 2017,RTH 148 2017,RTH 2,KK,0,0.940034664,0.446227539,-0.083828773,10256
RTH,2017,148,0.006863878,RTH 2017,RTH 148 2017,RTH 1,KK,0,0.940034664,0.446227539,-0.083828773,10257
RTH,2017,148,0.006863878,RTH 2017,RTH 148 2017,RTH 3,JDS,1,0.940034664,0.446227539,-0.083828773,10258
RTH,2017,148,0.006863878,RTH 2017,RTH 148 2017,RTH 4,JDS,1,0.940034664,0.446227539,-0.083828773,10259
RTH,2017,148,0.006863878,RTH 2017,RTH 148 2017,RTH 5,JDS,0,0.940034664,0.446227539,-0.083828773,10260
RTH,2017,148,0.006863878,RTH 2017,RTH 148 2017,RTH 6,JDS,0,0.940034664,0.446227539,-0.083828773,10261
RTH,2017,148,0.006863878,RTH 2017,RTH 148 2017,RTH 7,KK,0,0.940034664,0.446227539,-0.083828773,10262
SLS,2017,148,0.006863878,SLS 2017,SLS 148 2017,SLS 1,JDS,0,0.173339723,-0.325759281,-1.219954269,10263
SLS,2017,148,0.006863878,SLS 2017,SLS 148 2017,SLS 2,JDS,2,0.173339723,-0.325759281,-1.219954269,10264
SLS,2017,148,0.006863878,SLS 2017,SLS 148 2017,SLS 3,KK,0,0.173339723,-0.325759281,-1.219954269,10265
SLS,2017,148,0.006863878,SLS 2017,SLS 148 2017,SLS 4,KK,1,0.173339723,-0.325759281,-1.219954269,10266
SLS,2017,148,0.006863878,SLS 2017,SLS 148 2017,SLS 6,KK,0,0.173339723,-0.325759281,-1.219954269,10267
SLS,2017,148,0.006863878,SLS 2017,SLS 148 2017,SLS 7,KK,0,0.173339723,-0.325759281,-1.219954269,10268
SLS,2017,148,0.006863878,SLS 2017,SLS 148 2017,SLS 8,KK,0,0.173339723,-0.325759281,-1.219954269,10269
SPD,2017,148,0.006863878,SPD 2017,SPD 148 2017,SPD 1,JDS,0,1.853848652,1.468723925,0.866870135,10270
SPD,2017,148,0.006863878,SPD 2017,SPD 148 2017,SPD 2,JDS,0,1.853848652,1.468723925,0.866870135,10271
SPD,2017,148,0.006863878,SPD 2017,SPD 148 2017,SPD 3,JDS,0,1.853848652,1.468723925,0.866870135,10272
SPD,2017,148,0.006863878,SPD 2017,SPD 148 2017,SPD 4,KK,0,1.853848652,1.468723925,0.866870135,10273
SPD,2017,148,0.006863878,SPD 2017,SPD 148 2017,SPD 5,KK,0,1.853848652,1.468723925,0.866870135,10274
SPD,2017,148,0.006863878,SPD 2017,SPD 148 2017,SPD 6,KK,0,1.853848652,1.468723925,0.866870135,10275
SPD,2017,148,0.006863878,SPD 2017,SPD 148 2017,SPD 7,KK,0,1.853848652,1.468723925,0.866870135,10276
ALN,2017,149,0.077846518,ALN 2017,ALN 149 2017,ALN 11,JDS,0,1.526884862,1.025558746,0.378261504,10277
ALN,2017,149,0.077846518,ALN 2017,ALN 149 2017,ALN 16,JDS,0,1.526884862,1.025558746,0.378261504,10278
ALN,2017,149,0.077846518,ALN 2017,ALN 149 2017,ALN 10,JDS,0,1.526884862,1.025558746,0.378261504,10279
ALN,2017,149,0.077846518,ALN 2017,ALN 149 2017,ALN 12,JDS,1,1.526884862,1.025558746,0.378261504,10280
ALN,2017,149,0.077846518,ALN 2017,ALN 149 2017,ALN 13,JDS,1,1.526884862,1.025558746,0.378261504,10281
ALN,2017,149,0.077846518,ALN 2017,ALN 149 2017,ALN 14,JDS,0,1.526884862,1.025558746,0.378261504,10282
ALN,2017,149,0.077846518,ALN 2017,ALN 149 2017,ALN 15,JDS,0,1.526884862,1.025558746,0.378261504,10283
ART,2017,149,0.077846518,ART 2017,ART 149 2017,ART 12,KM,0,1.643683473,1.12381725,0.514085909,10284
ART,2017,149,0.077846518,ART 2017,ART 149 2017,ART 14,KM,1,1.643683473,1.12381725,0.514085909,10285
ART,2017,149,0.077846518,ART 2017,ART 149 2017,ART 9,KM,0,1.643683473,1.12381725,0.514085909,10286
ART,2017,149,0.077846518,ART 2017,ART 149 2017,ART 16,JDS,0,1.643683473,1.12381725,0.514085909,10287
ART,2017,149,0.077846518,ART 2017,ART 149 2017,ART 11,JDS,0,1.643683473,1.12381725,0.514085909,10288
ART,2017,149,0.077846518,ART 2017,ART 149 2017,ART 10,JDS,0,1.643683473,1.12381725,0.514085909,10289
ART,2017,149,0.077846518,ART 2017,ART 149 2017,ART 13,JDS,2,1.643683473,1.12381725,0.514085909,10290
ART,2017,149,0.077846518,ART 2017,ART 149 2017,ART 15,JDS,1,1.643683473,1.12381725,0.514085909,10291
AVI,2017,149,0.077846518,AVI 2017,AVI 149 2017,AVI 9,JDS,0,0.475078314,0.026911212,-0.59346667,10292
AVI,2017,149,0.077846518,AVI 2017,AVI 149 2017,AVI 10,JDS,1,0.475078314,0.026911212,-0.59346667,10293
AVI,2017,149,0.077846518,AVI 2017,AVI 149 2017,AVI 11,JDS,0,0.475078314,0.026911212,-0.59346667,10294
AVI,2017,149,0.077846518,AVI 2017,AVI 149 2017,AVI 12,KM,2,0.475078314,0.026911212,-0.59346667,10295
AVI,2017,149,0.077846518,AVI 2017,AVI 149 2017,AVI 13,JDS,0,0.475078314,0.026911212,-0.59346667,10296
AVI,2017,149,0.077846518,AVI 2017,AVI 149 2017,AVI 14,JDS,0,0.475078314,0.026911212,-0.59346667,10297
AVI,2017,149,0.077846518,AVI 2017,AVI 149 2017,AVI 15,JDS,1,0.475078314,0.026911212,-0.59346667,10298
AVI,2017,149,0.077846518,AVI 2017,AVI 149 2017,AVI 16,KM,3,0.475078314,0.026911212,-0.59346667,10299
BAD,2017,149,0.077846518,BAD 2017,BAD 149 2017,BAD 11,KK,0,1.531016807,0.933406961,0.343402377,10300
BAD,2017,149,0.077846518,BAD 2017,BAD 149 2017,BAD 8,DW,0,1.531016807,0.933406961,0.343402377,10301
BAD,2017,149,0.077846518,BAD 2017,BAD 149 2017,BAD 10,KK,0,1.531016807,0.933406961,0.343402377,10302
