site,year,date,datescaled,siteyear,siteday,treeID,recorder,caterpillars,temp_m.cent,temp_ls.cent,temp_lm.cent,resid
FOF,2020,132,-1.128858358,FOF 2020,FOF 132 2020,FOF 11,KM,1,1.01360014,0.662975626,0.248699997,28804
FOF,2020,132,-1.128858358,FOF 2020,FOF 132 2020,FOF 12,KM,0,1.01360014,0.662975626,0.248699997,28805
FOF,2020,132,-1.128858358,FOF 2020,FOF 132 2020,FOF 16,KM,0,1.01360014,0.662975626,0.248699997,28806
FOF,2020,132,-1.128858358,FOF 2020,FOF 132 2020,FOF 13,KM,0,1.01360014,0.662975626,0.248699997,28807
FOF,2020,132,-1.128858358,FOF 2020,FOF 132 2020,FOF 14,KM,0,1.01360014,0.662975626,0.248699997,28808
BAD,2020,132,-1.128858358,BAD 2020,BAD 132 2020,BAD 8,ABP,0,0.297045576,0.143091697,0.08956458,28809
BAD,2020,132,-1.128858358,BAD 2020,BAD 132 2020,BAD 9,ABP,0,0.297045576,0.143091697,0.08956458,28810
BAD,2020,132,-1.128858358,BAD 2020,BAD 132 2020,BAD 10,ABP,0,0.297045576,0.143091697,0.08956458,28811
BAD,2020,132,-1.128858358,BAD 2020,BAD 132 2020,BAD 11,ABP,0,0.297045576,0.143091697,0.08956458,28812
BAD,2020,132,-1.128858358,BAD 2020,BAD 132 2020,BAD 14,ABP,0,0.297045576,0.143091697,0.08956458,28813
BAD,2020,132,-1.128858358,BAD 2020,BAD 132 2020,BAD 12,ABP,0,0.297045576,0.143091697,0.08956458,28814
BAD,2020,132,-1.128858358,BAD 2020,BAD 132 2020,BAD 13,ABP,0,0.297045576,0.143091697,0.08956458,28815
LVN,2020,132,-1.128858358,LVN 2020,LVN 132 2020,LVN 9,ABP,0,0.896918592,0.644887615,0.332887497,28816
LVN,2020,132,-1.128858358,LVN 2020,LVN 132 2020,LVN 10,ABP,0,0.896918592,0.644887615,0.332887497,28817
LVN,2020,132,-1.128858358,LVN 2020,LVN 132 2020,LVN 11,ABP,0,0.896918592,0.644887615,0.332887497,28818
LVN,2020,132,-1.128858358,LVN 2020,LVN 132 2020,LVN 20,ABP,0,0.896918592,0.644887615,0.332887497,28819
LVN,2020,132,-1.128858358,LVN 2020,LVN 132 2020,LVN 13,ABP,0,0.896918592,0.644887615,0.332887497,28820
LVN,2020,132,-1.128858358,LVN 2020,LVN 132 2020,LVN 14,ABP,0,0.896918592,0.644887615,0.332887497,28821
LVN,2020,132,-1.128858358,LVN 2020,LVN 132 2020,LVN 21,ABP,0,0.896918592,0.644887615,0.332887497,28822
LVN,2020,132,-1.128858358,LVN 2020,LVN 132 2020,LVN 16,ABP,0,0.896918592,0.644887615,0.332887497,28823
DOW,2020,132,-1.128858358,DOW 2020,DOW 132 2020,DOW 1,KM,0,0.625667104,0.493865506,0.333602278,28824
DOW,2020,132,-1.128858358,DOW 2020,DOW 132 2020,DOW 3,KM,1,0.625667104,0.493865506,0.333602278,28825
DOW,2020,132,-1.128858358,DOW 2020,DOW 132 2020,DOW 5,KM,0,0.625667104,0.493865506,0.333602278,28826
DOW,2020,132,-1.128858358,DOW 2020,DOW 132 2020,DOW 7,KM,0,0.625667104,0.493865506,0.333602278,28827
DOW,2020,132,-1.128858358,DOW 2020,DOW 132 2020,DOW 19,KM,0,0.625667104,0.493865506,0.333602278,28828
DOW,2020,132,-1.128858358,DOW 2020,DOW 132 2020,DOW 11,KM,2,0.625667104,0.493865506,0.333602278,28829
DOW,2020,132,-1.128858358,DOW 2020,DOW 132 2020,DOW 13,KM,0,0.625667104,0.493865506,0.333602278,28830
DOW,2020,132,-1.128858358,DOW 2020,DOW 132 2020,DOW 17,KM,0,0.625667104,0.493865506,0.333602278,28831
GLF,2020,132,-1.128858358,GLF 2020,GLF 132 2020,GLF 10,ABP,0,0.785311449,0.638017505,0.429640969,28832
GLF,2020,132,-1.128858358,GLF 2020,GLF 132 2020,GLF 11,ABP,0,0.785311449,0.638017505,0.429640969,28833
GLF,2020,132,-1.128858358,GLF 2020,GLF 132 2020,GLF 13,ABP,0,0.785311449,0.638017505,0.429640969,28834
GLF,2020,132,-1.128858358,GLF 2020,GLF 132 2020,GLF 14,ABP,0,0.785311449,0.638017505,0.429640969,28835
GLF,2020,132,-1.128858358,GLF 2020,GLF 132 2020,GLF 18,ABP,0,0.785311449,0.638017505,0.429640969,28836
GLF,2020,132,-1.128858358,GLF 2020,GLF 132 2020,GLF 19,ABP,0,0.785311449,0.638017505,0.429640969,28837
GLF,2020,132,-1.128858358,GLF 2020,GLF 132 2020,GLF 16,ABP,0,0.785311449,0.638017505,0.429640969,28838
GLF,2020,132,-1.128858358,GLF 2020,GLF 132 2020,GLF 17,ABP,0,0.785311449,0.638017505,0.429640969,28839
SER,2020,132,-1.128858358,SER 2020,SER 132 2020,SER 16,KM,0,1.413999941,1.249759427,1.142731247,28840
SER,2020,132,-1.128858358,SER 2020,SER 132 2020,SER 17,KM,1,1.413999941,1.249759427,1.142731247,28841
SER,2020,132,-1.128858358,SER 2020,SER 132 2020,SER 10,KM,2,1.413999941,1.249759427,1.142731247,28842
SER,2020,132,-1.128858358,SER 2020,SER 132 2020,SER 11,KM,1,1.413999941,1.249759427,1.142731247,28843
SER,2020,132,-1.128858358,SER 2020,SER 132 2020,SER 12,KM,0,1.413999941,1.249759427,1.142731247,28844
SER,2020,132,-1.128858358,SER 2020,SER 132 2020,SER 13,KM,1,1.413999941,1.249759427,1.142731247,28845
SER,2020,132,-1.128858358,SER 2020,SER 132 2020,SER 14,KM,0,1.413999941,1.249759427,1.142731247,28846
SER,2020,132,-1.128858358,SER 2020,SER 132 2020,SER 15,KM,0,1.413999941,1.249759427,1.142731247,28847
MCH,2020,132,-1.128858358,MCH 2020,MCH 132 2020,MCH 11,ABP,0,1.81117008,1.445628687,1.064068548,28848
MCH,2020,132,-1.128858358,MCH 2020,MCH 132 2020,MCH 12,ABP,0,1.81117008,1.445628687,1.064068548,28849
MCH,2020,132,-1.128858358,MCH 2020,MCH 132 2020,MCH 13,ABP,1,1.81117008,1.445628687,1.064068548,28850
MCH,2020,132,-1.128858358,MCH 2020,MCH 132 2020,MCH 6,ABP,0,1.81117008,1.445628687,1.064068548,28851
MCH,2020,132,-1.128858358,MCH 2020,MCH 132 2020,MCH 15,ABP,0,1.81117008,1.445628687,1.064068548,28852
PTH,2020,132,-1.128858358,PTH 2020,PTH 132 2020,PTH 13,ABP,0,1.385153711,1.110116144,0.94240585,28853
PTH,2020,132,-1.128858358,PTH 2020,PTH 132 2020,PTH 14,ABP,0,1.385153711,1.110116144,0.94240585,28854
PTH,2020,132,-1.128858358,PTH 2020,PTH 132 2020,PTH 17,ABP,0,1.385153711,1.110116144,0.94240585,28855
PTH,2020,132,-1.128858358,PTH 2020,PTH 132 2020,PTH 15,ABP,1,1.385153711,1.110116144,0.94240585,28856
PTH,2020,132,-1.128858358,PTH 2020,PTH 132 2020,PTH 9,ABP,0,1.385153711,1.110116144,0.94240585,28857
PTH,2020,132,-1.128858358,PTH 2020,PTH 132 2020,PTH 10,ABP,0,1.385153711,1.110116144,0.94240585,28858
PTH,2020,132,-1.128858358,PTH 2020,PTH 132 2020,PTH 16,ABP,0,1.385153711,1.110116144,0.94240585,28859
PTH,2020,132,-1.128858358,PTH 2020,PTH 132 2020,PTH 12,ABP,1,1.385153711,1.110116144,0.94240585,28860
STY,2020,132,-1.128858358,STY 2020,STY 132 2020,STY 10,KM,0,1.192487541,0.975403559,0.881698012,28861
STY,2020,132,-1.128858358,STY 2020,STY 132 2020,STY 11,KM,1,1.192487541,0.975403559,0.881698012,28862
STY,2020,132,-1.128858358,STY 2020,STY 132 2020,STY 19,KM,0,1.192487541,0.975403559,0.881698012,28863
STY,2020,132,-1.128858358,STY 2020,STY 132 2020,STY 13,KM,2,1.192487541,0.975403559,0.881698012,28864
STY,2020,132,-1.128858358,STY 2020,STY 132 2020,STY 14,KM,2,1.192487541,0.975403559,0.881698012,28865
STY,2020,132,-1.128858358,STY 2020,STY 132 2020,STY 15,KM,0,1.192487541,0.975403559,0.881698012,28866
STY,2020,132,-1.128858358,STY 2020,STY 132 2020,STY 16,KM,1,1.192487541,0.975403559,0.881698012,28867
STY,2020,132,-1.128858358,STY 2020,STY 132 2020,STY 17,KM,0,1.192487541,0.975403559,0.881698012,28868
BIR,2020,132,-1.128858358,BIR 2020,BIR 132 2020,BIR 9,ABP,0,0.229001926,0.143180132,0.087025393,28869
BIR,2020,132,-1.128858358,BIR 2020,BIR 132 2020,BIR 10,ABP,0,0.229001926,0.143180132,0.087025393,28870
BIR,2020,132,-1.128858358,BIR 2020,BIR 132 2020,BIR 11,ABP,0,0.229001926,0.143180132,0.087025393,28871
BIR,2020,132,-1.128858358,BIR 2020,BIR 132 2020,BIR 12,ABP,0,0.229001926,0.143180132,0.087025393,28872
BIR,2020,132,-1.128858358,BIR 2020,BIR 132 2020,BIR 13,ABP,0,0.229001926,0.143180132,0.087025393,28873
BIR,2020,132,-1.128858358,BIR 2020,BIR 132 2020,BIR 14,ABP,0,0.229001926,0.143180132,0.087025393,28874
DUN,2020,132,-1.128858358,DUN 2020,DUN 132 2020,DUN 17,ABP,0,0.433376926,0.196092335,0.09060575,28875
DUN,2020,132,-1.128858358,DUN 2020,DUN 132 2020,DUN 14,ABP,0,0.433376926,0.196092335,0.09060575,28876
DUN,2020,132,-1.128858358,DUN 2020,DUN 132 2020,DUN 9,ABP,0,0.433376926,0.196092335,0.09060575,28877
DUN,2020,132,-1.128858358,DUN 2020,DUN 132 2020,DUN 10,ABP,0,0.433376926,0.196092335,0.09060575,28878
DUN,2020,132,-1.128858358,DUN 2020,DUN 132 2020,DUN 15,ABP,0,0.433376926,0.196092335,0.09060575,28879
DUN,2020,132,-1.128858358,DUN 2020,DUN 132 2020,DUN 16,ABP,0,0.433376926,0.196092335,0.09060575,28880
DUN,2020,132,-1.128858358,DUN 2020,DUN 132 2020,DUN 11,ABP,0,0.433376926,0.196092335,0.09060575,28881
DUN,2020,132,-1.128858358,DUN 2020,DUN 132 2020,DUN 12,ABP,0,0.433376926,0.196092335,0.09060575,28882
BLG,2020,132,-1.128858358,BLG 2020,BLG 132 2020,BLG 16,KM,0,0.444536152,0.241176306,0.191073508,28883
BLG,2020,132,-1.128858358,BLG 2020,BLG 132 2020,BLG 15,KM,0,0.444536152,0.241176306,0.191073508,28884
BLG,2020,132,-1.128858358,BLG 2020,BLG 132 2020,BLG 14,KM,0,0.444536152,0.241176306,0.191073508,28885
BLG,2020,132,-1.128858358,BLG 2020,BLG 132 2020,BLG 13,KM,0,0.444536152,0.241176306,0.191073508,28886
BLG,2020,132,-1.128858358,BLG 2020,BLG 132 2020,BLG 10,KM,4,0.444536152,0.241176306,0.191073508,28887
BLG,2020,132,-1.128858358,BLG 2020,BLG 132 2020,BLG 11,KM,0,0.444536152,0.241176306,0.191073508,28888
BLG,2020,132,-1.128858358,BLG 2020,BLG 132 2020,BLG 18,KM,0,0.444536152,0.241176306,0.191073508,28889
PIT,2020,132,-1.128858358,PIT 2020,PIT 132 2020,PIT 1,ABP,0,0.489055993,0.499459256,0.489791266,28890
PIT,2020,132,-1.128858358,PIT 2020,PIT 132 2020,PIT 18,ABP,0,0.489055993,0.499459256,0.489791266,28891
PIT,2020,132,-1.128858358,PIT 2020,PIT 132 2020,PIT 5,ABP,0,0.489055993,0.499459256,0.489791266,28892
PIT,2020,132,-1.128858358,PIT 2020,PIT 132 2020,PIT 7,ABP,0,0.489055993,0.499459256,0.489791266,28893
PIT,2020,132,-1.128858358,PIT 2020,PIT 132 2020,PIT 9,ABP,0,0.489055993,0.499459256,0.489791266,28894
PIT,2020,132,-1.128858358,PIT 2020,PIT 132 2020,PIT 11,ABP,0,0.489055993,0.499459256,0.489791266,28895
PIT,2020,132,-1.128858358,PIT 2020,PIT 132 2020,PIT 13,ABP,0,0.489055993,0.499459256,0.489791266,28896
PIT,2020,132,-1.128858358,PIT 2020,PIT 132 2020,PIT 15,ABP,0,0.489055993,0.499459256,0.489791266,28897
KCK,2020,132,-1.128858358,KCK 2020,KCK 132 2020,KCK 9,KM,0,-0.010706904,-0.105410429,-0.006058436,28898
KCK,2020,132,-1.128858358,KCK 2020,KCK 132 2020,KCK 10,KM,0,-0.010706904,-0.105410429,-0.006058436,28899
KCK,2020,132,-1.128858358,KCK 2020,KCK 132 2020,KCK 11,KM,0,-0.010706904,-0.105410429,-0.006058436,28900
KCK,2020,132,-1.128858358,KCK 2020,KCK 132 2020,KCK 12,KM,0,-0.010706904,-0.105410429,-0.006058436,28901
KCK,2020,132,-1.128858358,KCK 2020,KCK 132 2020,KCK 13,KM,0,-0.010706904,-0.105410429,-0.006058436,28902
KCK,2020,132,-1.128858358,KCK 2020,KCK 132 2020,KCK 14,KM,0,-0.010706904,-0.105410429,-0.006058436,28903
KCK,2020,132,-1.128858358,KCK 2020,KCK 132 2020,KCK 17,KM,0,-0.010706904,-0.105410429,-0.006058436,28904
KCZ,2020,132,-1.128858358,KCZ 2020,KCZ 132 2020,KCZ 16,ABP,0,0.193184465,0.227359767,0.337940076,28905
KCZ,2020,132,-1.128858358,KCZ 2020,KCZ 132 2020,KCZ 15,ABP,0,0.193184465,0.227359767,0.337940076,28906
KCZ,2020,132,-1.128858358,KCZ 2020,KCZ 132 2020,KCZ 14,ABP,0,0.193184465,0.227359767,0.337940076,28907
KCZ,2020,132,-1.128858358,KCZ 2020,KCZ 132 2020,KCZ 13,ABP,0,0.193184465,0.227359767,0.337940076,28908
KCZ,2020,132,-1.128858358,KCZ 2020,KCZ 132 2020,KCZ 12,ABP,0,0.193184465,0.227359767,0.337940076,28909
KCZ,2020,132,-1.128858358,KCZ 2020,KCZ 132 2020,KCZ 11,ABP,2,0.193184465,0.227359767,0.337940076,28910
KCZ,2020,132,-1.128858358,KCZ 2020,KCZ 132 2020,KCZ 10,ABP,0,0.193184465,0.227359767,0.337940076,28911
BLA,2020,132,-1.128858358,BLA 2020,BLA 132 2020,BLA 11,ABP,0,-0.240277836,-0.041584536,0.220144937,28912
BLA,2020,132,-1.128858358,BLA 2020,BLA 132 2020,BLA 16,ABP,0,-0.240277836,-0.041584536,0.220144937,28913
BLA,2020,132,-1.128858358,BLA 2020,BLA 132 2020,BLA 12,ABP,0,-0.240277836,-0.041584536,0.220144937,28914
BLA,2020,132,-1.128858358,BLA 2020,BLA 132 2020,BLA 15,ABP,0,-0.240277836,-0.041584536,0.220144937,28915
BLA,2020,132,-1.128858358,BLA 2020,BLA 132 2020,BLA 13,ABP,0,-0.240277836,-0.041584536,0.220144937,28916
CAL,2020,132,-1.128858358,CAL 2020,CAL 132 2020,CAL 9,KM,0,-0.532605713,-0.391551798,-0.172494944,28917
CAL,2020,132,-1.128858358,CAL 2020,CAL 132 2020,CAL 11,KM,0,-0.532605713,-0.391551798,-0.172494944,28918
CAL,2020,132,-1.128858358,CAL 2020,CAL 132 2020,CAL 13,KM,0,-0.532605713,-0.391551798,-0.172494944,28919
CAL,2020,132,-1.128858358,CAL 2020,CAL 132 2020,CAL 15,KM,1,-0.532605713,-0.391551798,-0.172494944,28920
CAL,2020,132,-1.128858358,CAL 2020,CAL 132 2020,CAL 17,KM,0,-0.532605713,-0.391551798,-0.172494944,28921
CAL,2020,132,-1.128858358,CAL 2020,CAL 132 2020,CAL 14,KM,0,-0.532605713,-0.391551798,-0.172494944,28922
CAL,2020,132,-1.128858358,CAL 2020,CAL 132 2020,CAL 12,KM,0,-0.532605713,-0.391551798,-0.172494944,28923
CAL,2020,132,-1.128858358,CAL 2020,CAL 132 2020,CAL 10,KM,0,-0.532605713,-0.391551798,-0.172494944,28924
DNM,2020,132,-1.128858358,DNM 2020,DNM 132 2020,DNM 15,ABP,0,-1.077564543,-0.96833241,-0.92309663,28925
DNM,2020,132,-1.128858358,DNM 2020,DNM 132 2020,DNM 16,ABP,0,-1.077564543,-0.96833241,-0.92309663,28926
DNM,2020,132,-1.128858358,DNM 2020,DNM 132 2020,DNM 9,ABP,0,-1.077564543,-0.96833241,-0.92309663,28927
DNM,2020,132,-1.128858358,DNM 2020,DNM 132 2020,DNM 10,ABP,0,-1.077564543,-0.96833241,-0.92309663,28928
DNM,2020,132,-1.128858358,DNM 2020,DNM 132 2020,DNM 11,ABP,0,-1.077564543,-0.96833241,-0.92309663,28929
DNM,2020,132,-1.128858358,DNM 2020,DNM 132 2020,DNM 12,ABP,0,-1.077564543,-0.96833241,-0.92309663,28930
DNM,2020,132,-1.128858358,DNM 2020,DNM 132 2020,DNM 13,KM,0,-1.077564543,-0.96833241,-0.92309663,28931
DNM,2020,132,-1.128858358,DNM 2020,DNM 132 2020,DNM 14,KM,0,-1.077564543,-0.96833241,-0.92309663,28932
DNC,2020,132,-1.128858358,DNC 2020,DNC 132 2020,DNC 11,KM,0,-1.287401348,-0.888111534,-0.625955261,28933
DNC,2020,132,-1.128858358,DNC 2020,DNC 132 2020,DNC 10,KM,0,-1.287401348,-0.888111534,-0.625955261,28934
DNC,2020,132,-1.128858358,DNC 2020,DNC 132 2020,DNC 9,KM,0,-1.287401348,-0.888111534,-0.625955261,28935
DNC,2020,132,-1.128858358,DNC 2020,DNC 132 2020,DNC 13,KM,0,-1.287401348,-0.888111534,-0.625955261,28936
DNC,2020,132,-1.128858358,DNC 2020,DNC 132 2020,DNC 14,ABP,0,-1.287401348,-0.888111534,-0.625955261,28937
DNC,2020,132,-1.128858358,DNC 2020,DNC 132 2020,DNC 15,ABP,0,-1.287401348,-0.888111534,-0.625955261,28938
DNC,2020,132,-1.128858358,DNC 2020,DNC 132 2020,DNC 16,ABP,0,-1.287401348,-0.888111534,-0.625955261,28939
DNC,2020,132,-1.128858358,DNC 2020,DNC 132 2020,DNC 19,ABP,0,-1.287401348,-0.888111534,-0.625955261,28940
DNC,2020,132,-1.128858358,DNC 2020,DNC 132 2020,DNC 18,ABP,0,-1.287401348,-0.888111534,-0.625955261,28941
DNS,2020,132,-1.128858358,DNS 2020,DNS 132 2020,DNS 9,KM,0,-1.970532301,-1.625587937,-1.530615976,28942
DNS,2020,132,-1.128858358,DNS 2020,DNS 132 2020,DNS 14,KM,0,-1.970532301,-1.625587937,-1.530615976,28943
DNS,2020,132,-1.128858358,DNS 2020,DNS 132 2020,DNS 12,KM,1,-1.970532301,-1.625587937,-1.530615976,28944
DNS,2020,132,-1.128858358,DNS 2020,DNS 132 2020,DNS 10,KM,0,-1.970532301,-1.625587937,-1.530615976,28945
DNS,2020,132,-1.128858358,DNS 2020,DNS 132 2020,DNS 11,KM,0,-1.970532301,-1.625587937,-1.530615976,28946
EDI,2020,134,-0.986893079,EDI 2020,EDI 134 2020,EDI 1,JMS,0,1.738559961,1.168682471,0.807528866,28947
EDI,2020,134,-0.986893079,EDI 2020,EDI 134 2020,EDI 2,JMS,0,1.738559961,1.168682471,0.807528866,28948
EDI,2020,134,-0.986893079,EDI 2020,EDI 134 2020,EDI 7,JMS,0,1.738559961,1.168682471,0.807528866,28949
EDI,2020,134,-0.986893079,EDI 2020,EDI 134 2020,EDI 3,JMS,0,1.738559961,1.168682471,0.807528866,28950
EDI,2020,134,-0.986893079,EDI 2020,EDI 134 2020,EDI 4,JMS,0,1.738559961,1.168682471,0.807528866,28951
EDI,2020,134,-0.986893079,EDI 2020,EDI 134 2020,EDI 5,JMS,0,1.738559961,1.168682471,0.807528866,28952
EDI,2020,134,-0.986893079,EDI 2020,EDI 134 2020,EDI 6,JMS,0,1.738559961,1.168682471,0.807528866,28953
RSY,2020,134,-0.986893079,RSY 2020,RSY 134 2020,RSY 1,KM,0,1.768591707,1.391530047,0.96625704,28954
RSY,2020,134,-0.986893079,RSY 2020,RSY 134 2020,RSY 2,KM,0,1.768591707,1.391530047,0.96625704,28955
RSY,2020,134,-0.986893079,RSY 2020,RSY 134 2020,RSY 5,KM,1,1.768591707,1.391530047,0.96625704,28956
RSY,2020,134,-0.986893079,RSY 2020,RSY 134 2020,RSY 7,KM,0,1.768591707,1.391530047,0.96625704,28957
FOF,2020,134,-0.986893079,FOF 2020,FOF 134 2020,FOF 1B,JMS,0,1.01360014,0.662975626,0.248699997,28958
FOF,2020,134,-0.986893079,FOF 2020,FOF 134 2020,FOF 4,JMS,0,1.01360014,0.662975626,0.248699997,28959
FOF,2020,134,-0.986893079,FOF 2020,FOF 134 2020,FOF 5B,JMS,0,1.01360014,0.662975626,0.248699997,28960
FOF,2020,134,-0.986893079,FOF 2020,FOF 134 2020,FOF 9,JMS,0,1.01360014,0.662975626,0.248699997,28961
FOF,2020,134,-0.986893079,FOF 2020,FOF 134 2020,FOF 6,JMS,0,1.01360014,0.662975626,0.248699997,28962
FOF,2020,134,-0.986893079,FOF 2020,FOF 134 2020,FOF 7,JMS,0,1.01360014,0.662975626,0.248699997,28963
BAD,2020,134,-0.986893079,BAD 2020,BAD 134 2020,BAD 15,KM,0,0.297045576,0.143091697,0.08956458,28964
BAD,2020,134,-0.986893079,BAD 2020,BAD 134 2020,BAD 1,KM,0,0.297045576,0.143091697,0.08956458,28965
BAD,2020,134,-0.986893079,BAD 2020,BAD 134 2020,BAD 2,KM,0,0.297045576,0.143091697,0.08956458,28966
BAD,2020,134,-0.986893079,BAD 2020,BAD 134 2020,BAD 4,KM,0,0.297045576,0.143091697,0.08956458,28967
BAD,2020,134,-0.986893079,BAD 2020,BAD 134 2020,BAD 16,KM,0,0.297045576,0.143091697,0.08956458,28968
BAD,2020,134,-0.986893079,BAD 2020,BAD 134 2020,BAD 5,KM,0,0.297045576,0.143091697,0.08956458,28969
LVN,2020,134,-0.986893079,LVN 2020,LVN 134 2020,LVN 17,KM,0,0.896918592,0.644887615,0.332887497,28970
LVN,2020,134,-0.986893079,LVN 2020,LVN 134 2020,LVN 2,KM,0,0.896918592,0.644887615,0.332887497,28971
LVN,2020,134,-0.986893079,LVN 2020,LVN 134 2020,LVN 3,KM,1,0.896918592,0.644887615,0.332887497,28972
LVN,2020,134,-0.986893079,LVN 2020,LVN 134 2020,LVN 18,KM,0,0.896918592,0.644887615,0.332887497,28973
LVN,2020,134,-0.986893079,LVN 2020,LVN 134 2020,LVN 19,KM,1,0.896918592,0.644887615,0.332887497,28974
LVN,2020,134,-0.986893079,LVN 2020,LVN 134 2020,LVN 6,KM,0,0.896918592,0.644887615,0.332887497,28975
LVN,2020,134,-0.986893079,LVN 2020,LVN 134 2020,LVN 7,KM,0,0.896918592,0.644887615,0.332887497,28976
LVN,2020,134,-0.986893079,LVN 2020,LVN 134 2020,LVN 8,KM,0,0.896918592,0.644887615,0.332887497,28977
DOW,2020,134,-0.986893079,DOW 2020,DOW 134 2020,DOW 2,JMS,0,0.625667104,0.493865506,0.333602278,28978
DOW,2020,134,-0.986893079,DOW 2020,DOW 134 2020,DOW 4,JMS,0,0.625667104,0.493865506,0.333602278,28979
DOW,2020,134,-0.986893079,DOW 2020,DOW 134 2020,DOW 6,JMS,0,0.625667104,0.493865506,0.333602278,28980
DOW,2020,134,-0.986893079,DOW 2020,DOW 134 2020,DOW 8,JMS,0,0.625667104,0.493865506,0.333602278,28981
DOW,2020,134,-0.986893079,DOW 2020,DOW 134 2020,DOW 10,JMS,0,0.625667104,0.493865506,0.333602278,28982
DOW,2020,134,-0.986893079,DOW 2020,DOW 134 2020,DOW 18,JMS,0,0.625667104,0.493865506,0.333602278,28983
DOW,2020,134,-0.986893079,DOW 2020,DOW 134 2020,DOW 14,JMS,0,0.625667104,0.493865506,0.333602278,28984
DOW,2020,134,-0.986893079,DOW 2020,DOW 134 2020,DOW 16,JMS,0,0.625667104,0.493865506,0.333602278,28985
GLF,2020,134,-0.986893079,GLF 2020,GLF 134 2020,GLF 9,KM,0,0.785311449,0.638017505,0.429640969,28986
GLF,2020,134,-0.986893079,GLF 2020,GLF 134 2020,GLF 3B,KM,0,0.785311449,0.638017505,0.429640969,28987
GLF,2020,134,-0.986893079,GLF 2020,GLF 134 2020,GLF 2,KM,0,0.785311449,0.638017505,0.429640969,28988
GLF,2020,134,-0.986893079,GLF 2020,GLF 134 2020,GLF 5,KM,0,0.785311449,0.638017505,0.429640969,28989
GLF,2020,134,-0.986893079,GLF 2020,GLF 134 2020,GLF 6,KM,0,0.785311449,0.638017505,0.429640969,28990
GLF,2020,134,-0.986893079,GLF 2020,GLF 134 2020,GLF 7,KM,0,0.785311449,0.638017505,0.429640969,28991
SER,2020,134,-0.986893079,SER 2020,SER 134 2020,SER 9,JMS,0,1.413999941,1.249759427,1.142731247,28992
SER,2020,134,-0.986893079,SER 2020,SER 134 2020,SER 4,JMS,2,1.413999941,1.249759427,1.142731247,28993
SER,2020,134,-0.986893079,SER 2020,SER 134 2020,SER 5,JMS,0,1.413999941,1.249759427,1.142731247,28994
SER,2020,134,-0.986893079,SER 2020,SER 134 2020,SER 8,JMS,0,1.413999941,1.249759427,1.142731247,28995
SER,2020,134,-0.986893079,SER 2020,SER 134 2020,SER 7,JMS,0,1.413999941,1.249759427,1.142731247,28996
SER,2020,134,-0.986893079,SER 2020,SER 134 2020,SER 6,JMS,0,1.413999941,1.249759427,1.142731247,28997
MCH,2020,134,-0.986893079,MCH 2020,MCH 134 2020,MCH 1,JMS,0,1.81117008,1.445628687,1.064068548,28998
MCH,2020,134,-0.986893079,MCH 2020,MCH 134 2020,MCH 7,JMS,0,1.81117008,1.445628687,1.064068548,28999
MCH,2020,134,-0.986893079,MCH 2020,MCH 134 2020,MCH 3,JMS,0,1.81117008,1.445628687,1.064068548,29000
MCH,2020,134,-0.986893079,MCH 2020,MCH 134 2020,MCH 4,JMS,0,1.81117008,1.445628687,1.064068548,29001
MCH,2020,134,-0.986893079,MCH 2020,MCH 134 2020,MCH 5B,JMS,0,1.81117008,1.445628687,1.064068548,29002
MCH,2020,134,-0.986893079,MCH 2020,MCH 134 2020,MCH 16,JMS,1,1.81117008,1.445628687,1.064068548,29003
PTH,2020,134,-0.986893079,PTH 2020,PTH 134 2020,PTH 6,KM,0,1.385153711,1.110116144,0.94240585,29004
PTH,2020,134,-0.986893079,PTH 2020,PTH 134 2020,PTH 4B,KM,0,1.385153711,1.110116144,0.94240585,29005
PTH,2020,134,-0.986893079,PTH 2020,PTH 134 2020,PTH 8,KM,0,1.385153711,1.110116144,0.94240585,29006
PTH,2020,134,-0.986893079,PTH 2020,PTH 134 2020,PTH 1,KM,0,1.385153711,1.110116144,0.94240585,29007
PTH,2020,134,-0.986893079,PTH 2020,PTH 134 2020,PTH 2B,KM,1,1.385153711,1.110116144,0.94240585,29008
PTH,2020,134,-0.986893079,PTH 2020,PTH 134 2020,PTH 3,KM,0,1.385153711,1.110116144,0.94240585,29009
STY,2020,134,-0.986893079,STY 2020,STY 134 2020,STY 1,JMS,0,1.192487541,0.975403559,0.881698012,29010
STY,2020,134,-0.986893079,STY 2020,STY 134 2020,STY 8,JMS,0,1.192487541,0.975403559,0.881698012,29011
STY,2020,134,-0.986893079,STY 2020,STY 134 2020,STY 7B,JMS,0,1.192487541,0.975403559,0.881698012,29012
STY,2020,134,-0.986893079,STY 2020,STY 134 2020,STY 9,JMS,1,1.192487541,0.975403559,0.881698012,29013
STY,2020,134,-0.986893079,STY 2020,STY 134 2020,STY 2B,JMS,0,1.192487541,0.975403559,0.881698012,29014
STY,2020,134,-0.986893079,STY 2020,STY 134 2020,STY 18,JMS,1,1.192487541,0.975403559,0.881698012,29015
STY,2020,134,-0.986893079,STY 2020,STY 134 2020,STY 5,JMS,0,1.192487541,0.975403559,0.881698012,29016
STY,2020,134,-0.986893079,STY 2020,STY 134 2020,STY 6,JMS,0,1.192487541,0.975403559,0.881698012,29017
BIR,2020,134,-0.986893079,BIR 2020,BIR 134 2020,BIR 3,KM,1,0.229001926,0.143180132,0.087025393,29018
